InvoiceId,InvoiceDate,InvoiceAmount,InvoiceType,CustomerId
696,4/11/2012,19.95,InPerson,465
697,4/11/2012,169.6,InPerson,466
698,4/11/2012,14.75,InPerson,467
699,4/11/2012,19.95,InPerson,468
700,4/11/2012,69.9,InPerson,360
701,4/12/2012,23.6,InPerson,469
702,4/12/2012,201.65,InPerson,470
703,4/12/2012,143.6,InPerson,471
704,4/12/2012,127.7,InPerson,355
705,4/12/2012,174.65,InPerson,235
706,4/12/2012,84.75,InPerson,360
707,4/12/2012,296.8,InPerson,177
708,4/12/2012,12.95,InPerson,236
709,4/12/2012,71.4,InPerson,115
710,4/12/2012,49.5,InPerson,8
711,4/12/2012,19.92,InPerson,376
712,4/12/2012,312.3,InPerson,102
713,4/13/2012,327.45,InPerson,472
714,4/13/2012,38.85,MailOrder,395
715,4/13/2012,449.1,InPerson,471
716,4/13/2012,116.55,InPerson,322
717,4/13/2012,490.25,InPerson,440
718,4/13/2012,149.25,InPerson,236
719,4/13/2012,90.65,InPerson,355
720,4/14/2012,74.75,InPerson,473
721,4/14/2012,66.35,InPerson,474
722,4/14/2012,211.3,InPerson,475
723,4/14/2012,349.65,InPerson,476
724,4/14/2012,516.81,InPerson,477
725,4/14/2012,69.5,InPerson,478
726,4/14/2012,164.55,InPerson,450
727,4/14/2012,69.8,InPerson,37
728,4/14/2012,359.25,InPerson,59
729,4/16/2012,174.65,InPerson,479
730,4/16/2012,262.45,InPerson,480
731,4/16/2012,209.65,InPerson,481
732,4/16/2012,113.65,InPerson,482
733,4/16/2012,149.75,InPerson,483
734,4/16/2012,269.3,InPerson,484
735,4/16/2012,202.55,InPerson,485
736,4/16/2012,271.68,InPerson,486
737,4/16/2012,90.65,InPerson,487
738,4/16/2012,299.55,InPerson,488
739,4/16/2012,137.4,MailOrder,97
740,4/16/2012,119.8,MailOrder,69
741,4/16/2012,132.6,InPerson,36
742,4/17/2012,317.1,InPerson,489
743,4/17/2012,244.3,InPerson,490
744,4/17/2012,219.5,InPerson,491
745,4/17/2012,67.65,InPerson,492
746,4/17/2012,51.8,InPerson,493
747,4/17/2012,419.9,InPerson,494
748,4/17/2012,17.7,InPerson,495
749,4/17/2012,74.75,InPerson,496
750,4/17/2012,158.15,InPerson,497
751,4/17/2012,110.55,InPerson,284
752,4/17/2012,329.45,InPerson,272
753,4/18/2012,224.45,InPerson,498
754,4/18/2012,216.3,InPerson,499
755,4/18/2012,191.55,InPerson,500
756,4/18/2012,279.4,InPerson,501
757,4/18/2012,212.15,InPerson,502
758,4/18/2012,99.75,MailOrder,235
759,4/18/2012,139.65,InPerson,139
760,4/19/2012,145.5,InPerson,503
761,4/19/2012,159.6,InPerson,504
762,4/19/2012,503.2,InPerson,505
763,4/19/2012,139.65,InPerson,506
764,4/19/2012,302.65,InPerson,507
765,4/19/2012,359.25,InPerson,508
766,4/19/2012,251.55,InPerson,509
767,4/19/2012,29.5,InPerson,510
768,4/19/2012,109.77,InPerson,389
769,4/19/2012,331.1,MailOrder,36
770,4/19/2012,168.45,InPerson,187
771,4/19/2012,179.6,InPerson,17
772,4/20/2012,42.65,InPerson,511
773,4/20/2012,29.95,InPerson,512
774,4/20/2012,179.7,InPerson,513
775,4/20/2012,192.5,InPerson,514
776,4/20/2012,73.35,InPerson,515
777,4/20/2012,263.2,InPerson,516
778,4/20/2012,372.55,InPerson,517
779,4/20/2012,129.65,InPerson,518
780,4/20/2012,257.4,InPerson,175
781,4/21/2012,14.75,InPerson,519
782,4/21/2012,259.5,InPerson,215
783,4/21/2012,99.75,InPerson,360
784,4/21/2012,342.35,InPerson,53
785,4/21/2012,139.65,InPerson,7
786,4/23/2012,309.05,InPerson,520
787,4/23/2012,116.55,InPerson,521
788,4/23/2012,269.55,InPerson,522
789,4/23/2012,572.75,InPerson,523
790,4/23/2012,29.95,InPerson,524
791,4/23/2012,56.65,InPerson,440
792,4/23/2012,92.8,InPerson,381
793,4/23/2012,62.75,InPerson,221
794,4/23/2012,294,InPerson,395
795,4/23/2012,302.15,InPerson,408
796,4/23/2012,146.35,InPerson,246
797,4/24/2012,159.75,InPerson,525
798,4/24/2012,7.47,InPerson,526
799,4/24/2012,103.6,InPerson,527
800,4/24/2012,326.1,InPerson,528
801,4/24/2012,95.65,InPerson,529
802,4/24/2012,364.35,InPerson,530
803,4/24/2012,219.5,InPerson,531
804,4/24/2012,425.95,InPerson,532
805,4/24/2012,39.9,InPerson,533
806,4/24/2012,114.69,InPerson,534
807,4/24/2012,224.6,InPerson,535
808,4/24/2012,238.65,InPerson,536
809,4/24/2012,22.41,InPerson,102
810,4/25/2012,354.3,InPerson,537
811,4/25/2012,409.25,InPerson,538
812,4/25/2012,73.55,InPerson,539
813,4/25/2012,279.15,InPerson,540
814,4/25/2012,139.65,InPerson,8
815,4/25/2012,414.1,InPerson,236
816,4/25/2012,14.75,MailOrder,7
817,4/25/2012,191.4,InPerson,174
818,4/25/2012,624.1,InPerson,314
819,4/26/2012,479.4,InPerson,541
820,4/26/2012,127.6,InPerson,542
821,4/26/2012,97.6,InPerson,543
822,4/26/2012,147.65,InPerson,544
823,4/26/2012,155.2,InPerson,545
824,4/26/2012,92.2,InPerson,546
825,4/26/2012,389.45,InPerson,547
826,4/26/2012,399.4,InPerson,548
827,4/26/2012,29.9,InPerson,549
828,4/26/2012,482.1,InPerson,550
829,4/26/2012,120.4,InPerson,551
830,4/26/2012,344.15,InPerson,552
831,4/26/2012,177.65,InPerson,90
832,4/26/2012,539.1,InPerson,272
833,4/26/2012,329.55,InPerson,390
834,4/26/2012,159.6,InPerson,90
835,4/26/2012,142.45,InPerson,10
836,4/27/2012,19.9,InPerson,553
837,4/27/2012,59.7,InPerson,554
838,4/27/2012,2.95,InPerson,555
839,4/27/2012,139.65,InPerson,556
840,4/27/2012,449.25,InPerson,246
841,4/27/2012,564.25,InPerson,321
842,4/28/2012,290.25,InPerson,557
843,4/28/2012,259.4,InPerson,395
844,4/28/2012,14.75,InPerson,393
845,4/28/2012,405.5,InPerson,458
846,4/28/2012,29.9,InPerson,381
847,4/28/2012,453.85,InPerson,384
848,4/28/2012,39.9,InPerson,33
849,4/28/2012,139.75,InPerson,355
850,4/28/2012,20.65,InPerson,366
851,4/28/2012,154.3,InPerson,357
852,4/30/2012,629.25,InPerson,558
853,4/30/2012,439.15,InPerson,559
854,4/30/2012,379.25,InPerson,560
855,4/30/2012,176.2,InPerson,561
856,4/30/2012,100.65,InPerson,562
857,4/30/2012,131.4,InPerson,563
858,4/30/2012,162.55,InPerson,564
859,4/30/2012,299.3,InPerson,565
860,4/30/2012,164.65,InPerson,566
861,4/30/2012,59.8,InPerson,567
862,4/30/2012,19.95,InPerson,560
863,4/30/2012,92.55,InPerson,33
864,4/30/2012,175.2,InPerson,235
865,5/1/2012,119.8,InPerson,568
866,5/1/2012,208.25,InPerson,569
867,5/1/2012,29.9,InPerson,570
868,5/1/2012,174.65,InPerson,571
869,5/1/2012,87.6,InPerson,572
870,5/1/2012,104.65,InPerson,573
871,5/1/2012,699.3,InPerson,59
872,5/1/2012,29.9,InPerson,362
873,5/1/2012,96.65,InPerson,507
874,5/1/2012,319.5,InPerson,155
875,5/1/2012,119.8,InPerson,390
876,5/1/2012,174.65,InPerson,450
877,5/1/2012,156.35,InPerson,59
878,5/1/2012,212.55,InPerson,500
879,5/1/2012,402,InPerson,36
880,5/2/2012,111.8,InPerson,574
881,5/2/2012,199.6,InPerson,575
882,5/2/2012,19.95,InPerson,576
883,5/2/2012,60.55,InPerson,577
884,5/2/2012,66.55,InPerson,578
885,5/2/2012,549.35,InPerson,579
886,5/2/2012,138.6,InPerson,580
887,5/2/2012,77.7,InPerson,486
888,5/2/2012,199.3,InPerson,314
889,5/2/2012,139.65,InPerson,44
890,5/2/2012,17.7,MailOrder,387
891,5/2/2012,444.2,InPerson,284
892,5/2/2012,99.8,InPerson,428
893,5/2/2012,101.65,InPerson,455
894,5/2/2012,28.85,InPerson,139
895,5/2/2012,53.5,InPerson,139
896,5/2/2012,116.55,InPerson,406
897,5/3/2012,269.4,InPerson,581
898,5/3/2012,173.15,InPerson,582
899,5/3/2012,25.9,InPerson,583
900,5/3/2012,225.2,InPerson,584
901,5/3/2012,23.6,InPerson,585
902,5/3/2012,139.75,InPerson,586
903,5/3/2012,309.3,InPerson,587
904,5/3/2012,11.8,InPerson,588
905,5/3/2012,19.95,InPerson,589
906,5/3/2012,491.05,InPerson,543
907,5/3/2012,69.7,InPerson,236
908,5/3/2012,110.55,InPerson,10
909,5/3/2012,158.55,InPerson,102
910,5/3/2012,319.2,InPerson,395
911,5/3/2012,179.7,InPerson,80
912,5/3/2012,174.5,InPerson,367
913,5/3/2012,90.65,InPerson,17
914,5/3/2012,69.85,InPerson,569
915,5/4/2012,159.5,InPerson,590
916,5/4/2012,181.65,InPerson,591
917,5/4/2012,60.65,InPerson,592
918,5/4/2012,244.3,InPerson,593
919,5/4/2012,127.3,InPerson,594
920,5/4/2012,79.8,InPerson,595
921,5/4/2012,923.85,InPerson,596
922,5/4/2012,124.75,InPerson,597
923,5/4/2012,239.6,InPerson,598
924,5/4/2012,99.8,InPerson,599
925,5/4/2012,39.9,InPerson,338
926,5/4/2012,179.55,MailOrder,261
927,5/4/2012,303.35,InPerson,108
928,5/4/2012,90.65,InPerson,69
929,5/4/2012,361.45,InPerson,124
930,5/5/2012,66.55,InPerson,600
931,5/5/2012,90.65,InPerson,601
932,5/5/2012,336.15,InPerson,602
933,5/5/2012,219.28,InPerson,603
934,5/5/2012,238.15,InPerson,604
935,5/5/2012,25.85,InPerson,24
936,5/5/2012,99.8,InPerson,590
937,5/5/2012,369.5,InPerson,53
938,5/5/2012,155.4,InPerson,38
939,5/5/2012,199.6,MailOrder,268
940,5/5/2012,19.9,InPerson,479
941,5/5/2012,159.6,InPerson,367
942,5/5/2012,109.7,InPerson,97
943,5/5/2012,267.5,InPerson,117
944,5/7/2012,259.35,InPerson,605
945,5/7/2012,265.66,InPerson,606
946,5/7/2012,29.9,InPerson,607
947,5/7/2012,88.35,InPerson,608
948,5/7/2012,194.35,InPerson,609
949,5/7/2012,79.6,InPerson,610
950,5/7/2012,215.4,InPerson,611
951,5/7/2012,119.6,InPerson,612
952,5/7/2012,690.85,InPerson,613
953,5/7/2012,79.8,InPerson,614
954,5/7/2012,100.65,InPerson,615
955,5/7/2012,166.2,InPerson,591
956,5/7/2012,487.75,InPerson,484
957,5/7/2012,293.45,InPerson,33
958,5/7/2012,229.3,InPerson,272
959,5/8/2012,317.05,InPerson,616
960,5/8/2012,119.6,InPerson,617
961,5/8/2012,119.6,InPerson,618
962,5/8/2012,102.15,InPerson,619
963,5/8/2012,449.2,InPerson,620
964,5/8/2012,109.6,InPerson,621
965,5/8/2012,25.9,InPerson,622
966,5/8/2012,438.7,InPerson,623
967,5/8/2012,206.55,InPerson,624
968,5/8/2012,116.55,InPerson,625
969,5/8/2012,477.15,InPerson,211
970,5/9/2012,232.35,InPerson,626
971,5/9/2012,206.25,InPerson,627
972,5/9/2012,209.65,InPerson,628
973,5/9/2012,159.6,InPerson,629
974,5/9/2012,89.55,InPerson,630
975,5/9/2012,144.45,InPerson,631
976,5/9/2012,109.5,InPerson,632
977,5/9/2012,29.7,InPerson,455
978,5/9/2012,99.75,InPerson,171
979,5/9/2012,17.7,InPerson,126
980,5/9/2012,89.7,InPerson,115
981,5/9/2012,369.1,InPerson,458
982,5/9/2012,29.9,InPerson,230
983,5/9/2012,59.85,MailOrder,389
984,5/9/2012,281.2,InPerson,390
985,5/9/2012,274.45,InPerson,68
986,5/9/2012,90.65,InPerson,155
987,5/10/2012,134.55,InPerson,633
988,5/10/2012,399.6,InPerson,634
989,5/10/2012,74.75,InPerson,635
990,5/10/2012,116.55,InPerson,636
991,5/10/2012,384.1,InPerson,637
992,5/10/2012,19.95,InPerson,44
993,5/10/2012,38.85,InPerson,37
994,5/10/2012,14.95,InPerson,384
995,5/10/2012,104.65,InPerson,357
996,5/11/2012,179.55,InPerson,638
997,5/11/2012,229.25,InPerson,639
998,5/11/2012,38.85,InPerson,640
999,5/11/2012,2.95,InPerson,641
1000,5/11/2012,104.65,InPerson,642
1001,5/11/2012,39.5,InPerson,643
1002,5/11/2012,96.55,InPerson,644
1003,5/11/2012,549.35,MailOrder,230
1004,5/11/2012,204.55,InPerson,621
1005,5/11/2012,59.8,InPerson,80
1006,5/11/2012,131.3,InPerson,538
1007,5/11/2012,179.55,InPerson,44
1008,5/12/2012,99.75,InPerson,645
1009,5/12/2012,514,InPerson,646
1010,5/12/2012,70.55,InPerson,647
1011,5/12/2012,295.25,InPerson,648
1012,5/12/2012,116.55,MailOrder,211
1013,5/12/2012,39.9,InPerson,246
1014,5/12/2012,80.19,InPerson,236
1015,5/12/2012,151.45,InPerson,393
1016,5/12/2012,351.05,MailOrder,623
1017,5/12/2012,187.45,InPerson,455
1018,5/12/2012,4.98,InPerson,616
1019,5/12/2012,409.45,InPerson,362
1020,5/14/2012,210.35,InPerson,649
1021,5/14/2012,59.8,InPerson,650
1022,5/14/2012,129.5,InPerson,267
1023,5/14/2012,449.55,InPerson,115
1024,5/14/2012,50.78,InPerson,479
1025,5/14/2012,61.55,InPerson,579
1026,5/14/2012,290.15,InPerson,314
1027,5/14/2012,352.95,InPerson,484
1028,5/14/2012,354.2,InPerson,91
1029,5/15/2012,59.85,InPerson,651
1030,5/15/2012,248.8,InPerson,652
1031,5/15/2012,59.9,InPerson,653
1032,5/15/2012,209.5,InPerson,654
1033,5/15/2012,218.5,InPerson,655
1034,5/15/2012,90.65,InPerson,155
1035,5/16/2012,336.05,InPerson,656
1036,5/16/2012,218.35,InPerson,657
1037,5/16/2012,278.35,InPerson,658
1038,5/16/2012,8.85,InPerson,659
1039,5/16/2012,407.95,InPerson,660
1040,5/16/2012,299.7,InPerson,69
1041,5/16/2012,254.55,InPerson,85
1042,5/16/2012,261.45,MailOrder,484
1043,5/17/2012,17.7,InPerson,661
1044,5/17/2012,120.75,InPerson,662
1045,5/17/2012,504.25,InPerson,663
1046,5/17/2012,380.15,InPerson,664
1047,5/17/2012,44.85,InPerson,665
1048,5/17/2012,184.5,InPerson,666
1049,5/17/2012,61.7,InPerson,667
1050,5/17/2012,39.9,InPerson,668
1051,5/17/2012,226.83,InPerson,669
1052,5/17/2012,234.45,InPerson,670
1053,5/17/2012,59.8,InPerson,102
1054,5/17/2012,12.45,InPerson,579
1055,5/17/2012,319.3,InPerson,85
1056,5/17/2012,128.45,InPerson,321
1057,5/17/2012,464.35,MailOrder,230
1058,5/17/2012,174.5,InPerson,585
1059,5/18/2012,186.15,InPerson,671
1060,5/18/2012,104.65,InPerson,672
1061,5/18/2012,59.85,InPerson,673
1062,5/18/2012,163.45,InPerson,674
1063,5/18/2012,29.9,InPerson,675
1064,5/18/2012,174.65,InPerson,676
1065,5/18/2012,224.1,InPerson,677
1066,5/18/2012,159.6,InPerson,678
1067,5/18/2012,76.55,InPerson,679
1068,5/18/2012,103.8,InPerson,569
1069,5/18/2012,409.15,InPerson,124
1070,5/18/2012,59.9,InPerson,37
1071,5/18/2012,12.95,InPerson,406
1072,5/18/2012,332.15,InPerson,68
1073,5/18/2012,88.75,InPerson,450
1074,5/18/2012,99.9,InPerson,359
1075,5/19/2012,176.25,InPerson,680
1076,5/19/2012,168.65,InPerson,681
1077,5/19/2012,57.8,InPerson,682
1078,5/19/2012,102.65,InPerson,683
1079,5/19/2012,53.27,InPerson,684
1080,5/19/2012,309.45,InPerson,685
1081,5/19/2012,227.35,InPerson,686
1082,5/19/2012,208.45,InPerson,687
1083,5/19/2012,170.4,InPerson,688
1084,5/19/2012,49.95,InPerson,689
1085,5/19/2012,466.15,InPerson,690
1086,5/19/2012,82.45,InPerson,691
1087,5/19/2012,59.7,InPerson,381
1088,5/21/2012,79.8,InPerson,692
1089,5/21/2012,174.65,InPerson,693
1090,5/21/2012,285.9,InPerson,694
1091,5/21/2012,12.95,InPerson,695
1092,5/21/2012,47.85,InPerson,696
1093,5/21/2012,361.4,InPerson,697
1094,5/21/2012,239.6,InPerson,174
1095,5/21/2012,349.65,InPerson,585
1096,5/21/2012,174.65,MailOrder,268
1097,5/21/2012,89.85,InPerson,428
1098,5/21/2012,101.2,InPerson,102
1099,5/21/2012,104.65,InPerson,579
1100,5/21/2012,102.39,InPerson,647
1101,5/21/2012,23.6,InPerson,36
1102,5/21/2012,157.95,InPerson,97
1103,5/22/2012,164.5,InPerson,698
1104,5/22/2012,64.9,InPerson,699
1105,5/22/2012,14.75,InPerson,700
1106,5/22/2012,89.7,InPerson,701
1107,5/22/2012,39.9,InPerson,702
1108,5/22/2012,74.75,InPerson,703
1109,5/22/2012,105.85,InPerson,704
1110,5/22/2012,379.1,InPerson,705
1111,5/22/2012,225.3,InPerson,236
1112,5/22/2012,209.65,InPerson,268
1113,5/22/2012,86.25,InPerson,560
1114,5/22/2012,74.85,MailOrder,80
1115,5/23/2012,342.35,InPerson,706
1116,5/23/2012,225.4,InPerson,707
1117,5/23/2012,167.55,InPerson,708
1118,5/23/2012,256.2,InPerson,709
1119,5/23/2012,99.75,InPerson,710
1120,5/23/2012,236.25,InPerson,711
1121,5/23/2012,124.75,InPerson,712
1122,5/23/2012,173.35,InPerson,108
1123,5/23/2012,134.55,MailOrder,458
1124,5/23/2012,15.9,InPerson,59
1125,5/23/2012,117.75,InPerson,38
1126,5/23/2012,235.55,InPerson,38
1127,5/24/2012,299.25,InPerson,713
1128,5/24/2012,87.3,InPerson,714
1129,5/24/2012,493.95,InPerson,509
1130,5/24/2012,359.3,InPerson,44
1131,5/24/2012,119.7,MailOrder,263
1132,5/24/2012,89.8,InPerson,359
1133,5/24/2012,119.6,InPerson,641
1134,5/24/2012,309.85,InPerson,667
1135,5/24/2012,195.65,InPerson,53
1136,5/24/2012,29.9,InPerson,90
1137,5/24/2012,77.7,InPerson,585
1138,5/24/2012,403.3,InPerson,709
1139,5/25/2012,68.75,InPerson,715
1140,5/25/2012,149.85,InPerson,716
1141,5/25/2012,23.6,InPerson,717
1142,5/25/2012,212.65,InPerson,718
1143,5/25/2012,309.6,InPerson,719
1144,5/25/2012,103.6,InPerson,720
1145,5/25/2012,399.6,InPerson,721
1146,5/25/2012,20.65,InPerson,102
1147,5/25/2012,550.85,InPerson,10
1148,5/25/2012,160.15,InPerson,362
1149,5/25/2012,139.6,InPerson,384
1150,5/26/2012,104.65,InPerson,722
1151,5/26/2012,26.55,InPerson,723
1152,5/26/2012,444.2,InPerson,724
1153,5/26/2012,384.25,InPerson,725
1154,5/26/2012,472.85,InPerson,726
1155,5/26/2012,259.52,InPerson,727
1156,5/26/2012,7.47,InPerson,728
1157,5/26/2012,342.05,InPerson,729
1158,5/26/2012,202.45,InPerson,730
1159,5/26/2012,53.79,InPerson,474
1160,5/26/2012,419.25,InPerson,486
1161,5/26/2012,155.4,InPerson,566
1162,5/26/2012,56.8,InPerson,37
1163,5/26/2012,90.65,InPerson,268
1164,5/28/2012,332.15,InPerson,731
1165,5/28/2012,363.95,InPerson,732
1166,5/28/2012,818.9,InPerson,733
1167,5/28/2012,379.15,InPerson,734
1168,5/28/2012,139.75,InPerson,735
1169,5/28/2012,579.15,InPerson,736
1170,5/28/2012,19.27,InPerson,737
1171,5/28/2012,79.8,InPerson,263
1172,5/28/2012,38.85,InPerson,146
1173,5/28/2012,27.95,InPerson,547
1174,5/28/2012,27.2,InPerson,91
1175,5/28/2012,209.65,InPerson,268
1176,5/28/2012,12.95,InPerson,634
1177,5/28/2012,336.25,InPerson,152
1178,5/29/2012,339.3,InPerson,738
1179,5/29/2012,59.8,InPerson,739
1180,5/29/2012,159.6,InPerson,740
1181,5/29/2012,89.65,InPerson,741
1182,5/29/2012,101.75,InPerson,742
1183,5/29/2012,49.9,InPerson,743
1184,5/29/2012,466.2,InPerson,744
1185,5/29/2012,143.65,InPerson,728
1186,5/30/2012,380.95,InPerson,745
1187,5/30/2012,199.3,InPerson,746
1188,5/30/2012,304.68,InPerson,747
1189,5/30/2012,140.15,InPerson,748
1190,5/30/2012,17.7,InPerson,749
1191,5/30/2012,159.6,InPerson,750
1192,5/30/2012,393.2,InPerson,455
1193,5/30/2012,285.3,InPerson,175
1194,5/30/2012,189.5,InPerson,566
1195,5/30/2012,89.45,InPerson,641
1196,5/30/2012,254.25,InPerson,314
1197,5/31/2012,144.55,InPerson,751
1198,5/31/2012,179.75,InPerson,440
1199,5/31/2012,259.3,InPerson,59
1200,5/31/2012,140.35,InPerson,326
1201,5/31/2012,194.25,InPerson,108
1202,5/31/2012,90.65,InPerson,321
1203,5/31/2012,49.9,InPerson,272
1204,6/1/2012,2.95,InPerson,752
1205,6/1/2012,179.4,InPerson,753
1206,6/1/2012,74.75,InPerson,754
1207,6/1/2012,708.95,InPerson,755
1208,6/1/2012,299.5,InPerson,756
1209,6/1/2012,99.9,InPerson,757
1210,6/1/2012,74.75,InPerson,758
1211,6/1/2012,291.2,InPerson,410
1212,6/2/2012,107.7,InPerson,759
1213,6/2/2012,43.6,InPerson,760
1214,6/2/2012,199.35,InPerson,761
1215,6/2/2012,209.55,InPerson,762
1216,6/2/2012,94.75,InPerson,763
1217,6/2/2012,107.22,InPerson,764
1218,6/2/2012,159.6,InPerson,765
1219,6/2/2012,246.3,InPerson,766
1220,6/2/2012,278.5,InPerson,574
1221,6/2/2012,59.7,InPerson,455
1222,6/2/2012,77.7,InPerson,376
1223,6/2/2012,8.85,InPerson,507
1224,6/2/2012,324.2,InPerson,152
1225,6/2/2012,38.35,InPerson,230
1226,6/2/2012,157.2,InPerson,763
1227,6/2/2012,248.2,InPerson,574
1228,6/2/2012,35.85,InPerson,177
1229,6/4/2012,54.85,InPerson,767
1230,6/4/2012,78.75,InPerson,768
1231,6/4/2012,12.95,InPerson,769
1232,6/4/2012,358.2,InPerson,770
1233,6/4/2012,268.35,InPerson,771
1234,6/4/2012,247.3,InPerson,772
1235,6/4/2012,149.75,InPerson,773
1236,6/4/2012,186.2,InPerson,774
1237,6/4/2012,231.4,InPerson,775
1238,6/4/2012,89.7,InPerson,720
1239,6/4/2012,51.8,InPerson,117
1240,6/4/2012,149.7,InPerson,115
1241,6/4/2012,185.2,InPerson,211
1242,6/4/2012,11.8,InPerson,24
1243,6/4/2012,329.2,InPerson,286
1244,6/4/2012,89.7,InPerson,85
1245,6/4/2012,93.5,MailOrder,750
1246,6/5/2012,469.47,InPerson,776
1247,6/5/2012,191.5,InPerson,777
1248,6/5/2012,584.15,InPerson,778
1249,6/5/2012,151.45,InPerson,779
1250,6/5/2012,151.6,InPerson,780
1251,6/5/2012,139.5,InPerson,781
1252,6/5/2012,272.04,InPerson,782
1253,6/5/2012,40.11,InPerson,783
1254,6/5/2012,128.45,InPerson,784
1255,6/5/2012,143.2,InPerson,785
1256,6/5/2012,522.95,InPerson,750
1257,6/5/2012,59.75,InPerson,338
1258,6/5/2012,269.55,InPerson,384
1259,6/5/2012,139.65,InPerson,641
1260,6/5/2012,370.15,InPerson,566
1261,6/5/2012,171.4,InPerson,616
1262,6/5/2012,473.15,InPerson,406
1263,6/5/2012,77.7,InPerson,108
1264,6/5/2012,134.55,MailOrder,124
1265,6/5/2012,59.85,InPerson,126
1266,6/5/2012,82.75,InPerson,476
1267,6/6/2012,99.9,InPerson,786
1268,6/6/2012,49.5,InPerson,787
1269,6/6/2012,722.9,InPerson,788
1270,6/6/2012,245.5,InPerson,789
1271,6/6/2012,209.65,InPerson,790
1272,6/6/2012,59.8,MailOrder,117
1273,6/6/2012,77.3,InPerson,728
1274,6/6/2012,592,InPerson,667
1275,6/6/2012,17.7,InPerson,593
1276,6/6/2012,539.2,InPerson,389
1277,6/7/2012,119.7,InPerson,791
1278,6/7/2012,161.3,InPerson,792
1279,6/7/2012,63.5,InPerson,793
1280,6/7/2012,356.75,InPerson,794
1281,6/7/2012,367.8,InPerson,795
1282,6/7/2012,176.55,InPerson,796
1283,6/7/2012,114.55,InPerson,797
1284,6/7/2012,309.35,InPerson,798
1285,6/7/2012,199.6,InPerson,799
1286,6/7/2012,329.15,InPerson,800
1287,6/7/2012,259.35,InPerson,801
1288,6/7/2012,222.11,MailOrder,566
1289,6/7/2012,299.7,InPerson,272
1290,6/7/2012,154.7,InPerson,450
1291,6/7/2012,325.6,InPerson,177
1292,6/7/2012,49.75,InPerson,670
1293,6/7/2012,187.4,InPerson,782
1294,6/7/2012,141.94,InPerson,616
1295,6/8/2012,376.2,InPerson,802
1296,6/8/2012,231.5,InPerson,803
1297,6/8/2012,727.85,InPerson,804
1298,6/8/2012,119.8,InPerson,805
1299,6/8/2012,238.65,InPerson,806
1300,6/8/2012,229.55,InPerson,807
1301,6/8/2012,29.5,InPerson,808
1302,6/8/2012,139.6,InPerson,585
1303,6/9/2012,203.4,InPerson,809
1304,6/9/2012,170.45,InPerson,810
1305,6/9/2012,126.01,InPerson,811
1306,6/9/2012,66.75,InPerson,812
1307,6/9/2012,99.6,InPerson,813
1308,6/9/2012,161.25,InPerson,814
1309,6/9/2012,189.6,InPerson,815
1310,6/9/2012,89.7,InPerson,811
1311,6/11/2012,214.45,InPerson,816
1312,6/11/2012,46.93,InPerson,479
1313,6/11/2012,323.15,InPerson,268
1314,6/11/2012,139.65,InPerson,230
1315,6/11/2012,72.85,InPerson,586
1316,6/11/2012,111.65,InPerson,784
1317,6/11/2012,19.95,InPerson,670
1318,6/11/2012,374.1,InPerson,777
1319,6/11/2012,25.9,InPerson,38
1320,6/11/2012,79.8,InPerson,748
1321,6/11/2012,44.85,InPerson,815
1322,6/12/2012,146.4,InPerson,817
1323,6/12/2012,367.2,InPerson,818
1324,6/12/2012,23.8,InPerson,819
1325,6/12/2012,14.95,InPerson,820
1326,6/12/2012,119.7,InPerson,821
1327,6/12/2012,699.3,InPerson,822
1328,6/12/2012,59.8,InPerson,823
1329,6/12/2012,322.4,InPerson,824
1330,6/12/2012,99.8,InPerson,825
1331,6/12/2012,181,InPerson,826
1332,6/12/2012,489.2,InPerson,827
1333,6/12/2012,234.35,InPerson,828
1334,6/12/2012,82.35,InPerson,69
1335,6/12/2012,183.5,InPerson,235
1336,6/12/2012,172.15,InPerson,267
1337,6/12/2012,99.9,InPerson,314
1338,6/12/2012,178.35,InPerson,660
1339,6/12/2012,262.15,InPerson,806
1340,6/12/2012,154.55,InPerson,798
1341,6/12/2012,364.15,InPerson,450
1342,6/13/2012,529.25,InPerson,829
1343,6/13/2012,19.9,InPerson,830
1344,6/13/2012,195.65,InPerson,831
1345,6/13/2012,19.95,InPerson,832
1346,6/13/2012,50.85,InPerson,560
1347,6/13/2012,411.1,InPerson,146
1348,6/13/2012,131.5,InPerson,653
1349,6/13/2012,359.2,InPerson,367
1350,6/13/2012,334.15,InPerson,117
1351,6/13/2012,116.55,InPerson,117
1352,6/13/2012,119.7,InPerson,806
1353,6/13/2012,334.25,InPerson,586
1354,6/13/2012,194.39,InPerson,742
1355,6/13/2012,222.65,InPerson,384
1356,6/14/2012,130.35,InPerson,833
1357,6/14/2012,94.05,InPerson,834
1358,6/14/2012,116.55,InPerson,835
1359,6/14/2012,130.55,InPerson,836
1360,6/14/2012,209.65,InPerson,837
1361,6/14/2012,204.65,InPerson,838
1362,6/14/2012,89.85,InPerson,839
1363,6/14/2012,119.6,MailOrder,574
1364,6/14/2012,47.2,MailOrder,500
1365,6/14/2012,174.45,InPerson,566
1366,6/14/2012,99.75,InPerson,408
1367,6/14/2012,44.85,InPerson,458
1368,6/14/2012,614.2,InPerson,211
1369,6/14/2012,47.9,InPerson,777
1370,6/14/2012,47.28,InPerson,17
1371,6/14/2012,77.7,InPerson,326
1372,6/14/2012,359.2,InPerson,450
1373,6/15/2012,23.6,InPerson,840
