Id,Quantity,SalesAmount,InvoiceId,ProductId
2718,3,89.85,1362,22
2719,8,119.6,1363,18
2720,9,26.55,1364,16
2721,7,20.65,1364,16
2722,2,39.9,1365,6
2723,9,134.55,1365,3
2724,5,99.75,1366,6
2725,3,44.85,1367,18
2726,5,64.75,1368,13
2727,2,99.9,1368,17
2728,9,449.55,1368,17
2729,1,19.95,1369,6
2730,1,27.95,1369,27
2731,7,17.43,1370,15
2732,3,29.85,1370,4
2733,6,77.7,1371,2
2734,8,199.6,1372,26
2735,8,159.6,1372,6
2736,3,8.85,1373,16
2737,5,14.75,1373,16
2738,7,20.65,1374,16
2739,2,39.9,1374,24
2740,1,2.95,1375,16
2741,5,249.75,1376,17
2742,9,89.55,1377,12
2743,5,14.75,1377,16
2744,3,89.85,1378,22
2745,3,22.5,1379,11
2746,4,59.8,1380,18
2747,7,349.65,1380,17
2748,3,44.85,1381,1
2749,8,199.6,1381,21
2750,2,39.9,1381,6
2751,4,99.8,1382,21
2752,5,14.75,1382,16
2753,1,29.95,1382,22
2754,5,99.75,1383,6
2755,6,299.7,1383,17
2756,8,119.6,1383,18
2757,5,99.75,1384,6
2758,2,5.9,1384,16
2759,6,179.7,1384,22
2760,2,39.9,1385,6
2761,2,59.9,1386,22
2762,5,124.75,1387,21
2763,3,89.85,1388,22
2764,8,399.6,1389,17
2765,3,74.85,1389,21
2766,9,89.55,1390,4
2767,2,49.9,1390,26
2768,9,224.55,1391,21
2769,3,38.85,1391,13
2770,9,116.55,1392,19
2771,9,116.55,1392,13
2772,3,8.85,1392,16
2773,7,174.65,1393,21
2774,6,17.7,1393,16
2775,9,449.55,1393,17
2776,6,17.7,1394,16
2777,1,14.95,1394,3
2778,2,4.98,1394,15
2779,9,134.55,1395,18
2780,8,399.6,1395,17
2781,2,25.9,1395,19
2782,8,103.6,1396,19
2783,9,179.55,1397,6
2784,9,134.55,1398,3
2785,9,179.55,1398,6
2786,5,139.75,1398,27
2787,4,11.8,1399,16
2788,3,89.85,1399,22
2789,3,44.85,1400,1
2790,8,199.6,1400,21
2791,4,30,1401,11
2792,5,14.75,1401,16
2793,7,69.65,1402,4
2794,8,159.6,1402,6
2795,7,104.65,1402,3
2796,4,199.8,1403,17
2797,5,14.75,1403,16
2798,2,49.9,1403,26
2799,9,269.55,1404,22
2800,9,179.55,1404,24
2801,8,159.6,1405,24
2802,8,103.6,1405,2
2803,6,131.7,1406,7
2804,8,399.6,1407,17
2805,6,17.7,1408,16
2806,7,209.65,1409,22
2807,2,39.9,1410,24
2808,9,134.55,1410,3
2809,5,99.75,1411,6
2810,3,59.85,1411,24
2811,2,39.9,1411,6
2812,3,59.85,1412,6
2813,1,14.95,1412,3
2814,2,39.9,1412,6
2815,5,139.75,1413,27
2816,4,79.8,1413,6
2817,8,103.6,1414,2
2818,6,17.7,1414,16
2819,6,77.7,1415,2
2820,1,2.95,1415,16
2821,6,119.7,1416,6
2822,3,98.85,1416,28
2823,9,26.55,1416,16
2824,9,179.55,1417,6
2825,7,90.65,1418,2
2826,8,19.92,1419,15
2827,4,79.8,1419,6
2828,7,195.65,1420,27
2829,5,149.75,1420,22
2830,5,139.75,1420,27
2831,6,119.7,1421,24
2832,9,116.55,1422,13
2833,3,8.85,1422,16
2834,9,224.55,1422,26
2835,1,14.95,1423,1
2836,2,39.9,1423,24
2837,5,349.75,1424,29
2838,3,149.85,1425,17
2839,5,124.75,1426,26
2840,4,51.8,1427,19
2841,3,83.85,1427,27
2842,6,77.7,1427,13
2843,1,21.95,1428,7
2844,2,39.9,1428,6
2845,3,149.85,1429,17
2846,8,159.6,1429,6
2847,8,103.6,1430,13
2848,7,90.65,1431,2
2849,7,90.65,1431,2
2850,2,39.9,1432,10
2851,9,134.55,1433,18
2852,7,90.65,1433,13
2853,6,119.7,1433,24
2854,2,5.9,1434,16
2855,5,74.75,1434,3
2856,7,69.65,1435,4
2857,7,139.65,1435,6
2858,6,179.7,1435,22
2859,3,38.85,1436,19
2860,6,299.7,1436,17
2861,3,38.85,1437,19
2862,6,29.7,1438,8
2863,4,119.8,1438,22
2864,9,26.55,1439,16
2865,5,149.75,1439,30
2866,9,269.55,1440,22
2867,8,223.6,1440,27
2868,2,39.9,1441,6
2869,5,99.75,1441,24
2870,7,139.65,1442,6
2871,6,77.7,1442,13
2872,4,99.8,1442,26
2873,6,179.7,1443,22
2874,3,59.85,1444,10
2875,3,8.85,1444,16
2876,8,103.6,1444,19
2877,2,39.9,1445,6
2878,1,2.95,1446,16
2879,8,159.6,1446,6
2880,4,79.8,1447,6
2881,1,29.95,1448,22
2882,8,159.6,1449,6
2883,8,159.6,1449,6
2884,5,99.75,1449,6
2885,9,251.55,1450,27
2886,5,99.75,1450,6
2887,3,38.85,1450,19
2888,2,49.9,1451,26
2889,7,104.65,1452,18
2890,4,119.8,1452,22
2891,4,51.8,1452,13
2892,9,26.55,1453,16
2893,8,119.6,1453,1
2894,1,12.95,1453,13
2895,4,111.8,1454,27
2896,6,77.7,1455,19
2897,4,59.8,1455,18
2898,3,38.85,1456,19
2899,100,100,1457,14
2900,2,25.9,1457,2
2901,4,39.8,1458,4
2902,7,195.65,1458,27
2903,8,159.6,1459,6
2904,3,59.85,1459,6
2905,1,2.95,1459,16
2906,6,149.7,1460,26
2907,6,131.7,1461,7
2908,8,159.6,1461,6
2909,6,179.7,1462,22
2910,6,119.7,1462,24
2911,1,12.95,1462,2
2912,5,124.75,1463,26
2913,9,116.55,1463,13
2914,6,119.7,1463,6
2915,9,251.55,1464,27
2916,7,52.5,1464,11
2917,1,12.95,1464,19
2918,1,12.95,1465,19
2919,9,134.55,1465,1
2920,3,38.85,1465,19
2921,1,29.95,1466,22
2922,1,49.95,1466,17
2923,3,22.5,1467,11
2924,6,131.7,1467,7
2925,9,179.55,1467,24
2926,4,199.8,1468,17
2927,9,224.55,1468,26
2928,8,199.6,1469,21
2929,1,12.95,1469,19
2930,1,2.95,1469,16
2931,9,179.55,1470,24
2932,6,89.7,1470,1
2933,5,64.75,1471,2
2934,5,139.75,1472,27
2935,4,79.8,1472,6
2936,9,449.55,1472,17
2937,5,99.75,1473,6
2938,3,74.85,1474,26
2939,8,79.6,1474,5
2940,7,139.65,1474,24
2941,4,79.8,1475,6
2942,7,349.65,1476,17
2943,7,90.65,1476,19
2944,6,119.7,1476,24
2945,3,44.85,1477,3
2946,2,49.9,1478,26
2947,2,55.9,1479,27
2948,4,79.8,1479,24
2949,1,19.95,1479,24
2950,8,159.6,1480,10
2951,5,99.75,1480,6
2952,1,4.95,1480,8
2953,9,251.55,1481,27
2954,5,99.75,1482,6
2955,6,77.7,1483,2
2956,6,77.7,1484,13
2957,1,12.95,1484,2
2958,7,20.65,1484,16
2959,2,19.9,1485,4
2960,3,89.85,1485,22
2961,5,149.75,1486,22
2962,9,116.55,1487,19
2963,7,104.65,1488,3
2964,5,14.75,1488,16
2965,4,79.8,1489,24
2966,8,399.6,1489,17
2967,7,139.65,1489,24
2968,2,25.9,1490,13
2969,2,25.9,1490,2
2970,7,153.65,1490,7
2971,4,111.8,1491,27
2972,5,14.75,1491,16
2973,6,179.7,1492,22
2974,2,59.9,1492,22
2975,4,4,1492,14
2976,1,14.95,1493,18
2977,4,11.8,1493,16
2978,8,103.6,1493,13
2979,4,51.8,1494,13
2980,3,38.85,1494,13
2981,1,27.95,1495,27
2982,2,39.9,1495,6
2983,2,25.9,1496,2
2984,7,174.65,1496,20
2985,5,14.75,1496,16
2986,5,149.75,1497,30
2987,6,77.7,1497,2
2988,6,179.7,1497,22
2989,6,179.7,1498,22
2990,8,159.6,1498,6
2991,2,99.9,1499,17
2992,7,104.65,1499,18
2993,3,98.85,1499,28
2994,5,99.75,1500,10
2995,1,2.95,1501,16
2996,4,51.8,1501,13
2997,1,12.95,1502,13
2998,7,139.65,1502,6
2999,8,103.6,1502,19
3000,5,99.75,1503,6
3001,6,299.7,1503,17
3002,4,51.8,1504,13
3003,1,2.49,1504,15
3004,7,195.65,1505,27
3005,3,38.85,1505,19
3006,1,19.95,1506,6
3007,2,25.9,1506,13
3008,4,39.8,1507,4
3009,7,195.65,1507,27
3010,2,39.9,1508,10
3011,4,199.8,1509,17
3012,2,49.9,1509,26
3013,1,49.95,1509,17
3014,3,38.85,1510,19
3015,6,17.7,1510,16
3016,9,134.55,1511,18
3017,6,77.7,1511,13
3018,1,29.95,1511,22
3019,2,39.9,1512,24
3020,4,11.8,1513,16
3021,6,17.7,1513,16
3022,7,349.65,1514,17
3023,7,139.65,1515,24
3024,7,209.65,1516,22
3025,5,124.75,1517,23
3026,1,21.95,1517,7
3027,6,179.7,1517,22
3028,5,109.75,1518,7
3029,7,90.65,1519,13
3030,5,249.75,1519,17
3031,8,159.6,1520,6
3032,7,20.65,1521,16
3033,3,89.85,1521,22
3034,1,21.95,1521,7
3035,3,149.85,1522,17
3036,7,174.65,1522,26
3037,4,51.8,1523,2
3038,6,89.7,1523,18
3039,6,17.7,1524,16
3040,4,11.8,1524,16
3041,3,38.85,1524,13
3042,3,59.85,1525,6
3043,5,64.75,1526,13
3044,4,51.8,1526,19
3045,8,103.6,1527,19
3046,5,139.75,1528,27
3047,7,139.65,1528,24
3048,8,119.6,1528,3
3049,4,279.8,1529,29
3050,5,149.75,1529,22
3051,3,59.85,1530,6
3052,1,19.95,1530,6
3053,9,22.41,1531,15
3054,4,119.8,1531,22
3055,3,59.85,1532,6
3056,1,12.95,1532,19
3057,7,209.65,1532,22
3058,3,65.85,1533,7
3059,4,11.8,1533,16
3060,6,77.7,1533,2
3061,6,149.7,1534,21
3062,6,119.7,1534,6
3063,1,24.95,1535,23
3064,3,149.85,1535,17
3065,1,2.95,1535,16
3066,4,99.8,1536,20
3067,9,179.55,1537,6
3068,1,9.95,1537,4
3069,2,49.9,1537,26
3070,6,119.7,1538,6
3071,1,19.95,1538,6
3072,3,38.85,1538,19
3073,1,19.95,1539,6
3074,5,149.75,1539,22
3075,6,119.7,1539,6
3076,6,179.7,1540,22
3077,7,153.65,1540,7
3078,5,249.75,1540,17
3079,8,159.6,1541,6
3080,8,159.6,1542,6
3081,7,153.65,1542,7
3082,3,38.85,1542,19
3083,7,139.65,1543,6
3084,1,12.95,1544,2
3085,6,17.7,1544,16
3086,2,25.9,1545,13
3087,2,39.9,1545,24
3088,2,59.9,1545,22
3089,9,116.55,1546,13
3090,1,19.95,1546,6
3091,9,179.55,1546,6
3092,2,25.9,1547,2
3093,3,149.85,1547,17
3094,8,559.6,1547,29
3095,9,26.55,1548,16
3096,7,139.65,1549,24
3097,2,39.9,1549,24
3098,7,90.65,1549,2
3099,3,38.85,1550,19
3100,8,239.6,1551,22
3101,5,249.75,1551,17
3102,7,104.65,1552,1
3103,1,29.95,1552,22
3104,8,103.6,1552,19
3105,2,5.9,1553,16
3106,8,239.6,1553,22
3107,5,64.75,1554,2
3108,7,104.65,1554,18
3109,3,38.85,1555,2
3110,6,77.7,1556,19
3111,5,149.75,1556,22
3112,8,23.6,1557,16
3113,25,25,1557,14
3114,8,103.6,1557,2
3115,2,39.9,1558,24
3116,5,99.75,1558,24
3117,3,59.85,1559,24
3118,3,83.85,1559,27
3119,5,74.75,1559,3
3120,1,49.95,1560,17
3121,5,64.75,1560,19
3122,7,20.65,1561,16
3123,9,179.55,1561,6
3124,4,11.8,1561,16
3125,6,14.94,1562,15
3126,3,59.85,1562,6
3127,1,32.95,1562,25
3128,5,64.75,1563,2
3129,6,149.7,1563,26
3130,8,159.6,1563,6
3131,6,89.7,1564,18
3132,6,119.7,1564,6
3133,8,159.6,1565,24
3134,4,119.8,1565,22
3135,3,59.85,1566,6
3136,7,209.65,1566,22
3137,1,12.95,1566,13
3138,1,4.95,1567,8
3139,5,249.75,1567,17
3140,8,175.6,1567,7
3141,6,77.7,1568,13
3142,8,159.6,1569,24
3143,2,55.9,1569,27
3144,2,39.9,1570,6
3145,5,149.75,1570,22
3146,4,30,1571,11
3147,9,134.55,1571,18
3148,4,119.8,1572,22
3149,9,251.55,1573,27
3150,4,79.8,1574,6
3151,8,399.6,1575,17
3152,8,103.6,1575,19
3153,4,79.8,1575,6
3154,1,49.95,1576,17
3155,6,167.7,1576,27
3156,6,77.7,1576,13
3157,4,99.8,1577,21
3158,9,116.55,1577,2
3159,6,119.7,1577,6
3160,4,51.8,1578,13
3161,4,111.8,1578,27
3162,3,38.85,1578,2
3163,8,263.6,1579,28
3164,2,29.9,1579,1
3165,5,149.75,1580,22
3166,7,90.65,1580,19
3167,3,59.85,1580,6
3168,5,74.75,1581,18
3169,1,14.95,1581,18
3170,6,45,1581,11
3171,2,99.9,1582,17
3172,8,223.6,1582,27
3173,8,159.6,1583,10
3174,6,89.7,1583,18
3175,8,23.6,1583,16
3176,6,77.7,1584,13
3177,6,299.7,1585,17
3178,4,59.8,1585,1
3179,2,9.9,1586,8
3180,2,39.9,1586,24
3181,9,116.55,1586,13
3182,6,119.7,1587,6
3183,2,39.9,1587,10
3184,1,29.95,1587,22
3185,7,349.65,1588,17
3186,4,79.8,1588,24
3187,5,49.75,1589,12
3188,4,51.8,1590,2
3189,7,34.65,1590,8
3190,4,51.8,1591,13
3191,6,119.7,1592,6
3192,5,139.75,1592,27
3193,8,159.6,1592,6
3194,3,59.85,1593,6
3195,2,5.9,1593,16
3196,5,109.75,1594,7
3197,250,250,1594,14
3198,3,59.85,1595,6
3199,6,131.7,1595,7
3200,6,119.7,1596,24
3201,7,104.65,1596,18
3202,4,11.8,1596,16
3203,9,269.55,1597,22
3204,4,59.8,1598,1
3205,2,19.9,1598,4
3206,7,139.65,1598,6
3207,4,79.8,1599,6
3208,6,77.7,1599,19
3209,8,559.6,1599,29
3210,6,17.7,1600,16
3211,8,175.6,1600,7
3212,8,8,1600,14
3213,5,99.75,1601,6
3214,6,89.7,1601,18
3215,7,20.65,1601,16
3216,4,119.8,1602,22
3217,2,55.9,1602,27
3218,1,19.95,1603,10
3219,7,90.65,1603,19
3220,6,119.7,1604,6
3221,3,65.85,1604,7
3222,7,104.65,1604,18
3223,9,116.55,1605,19
3224,1,14.95,1606,18
3225,9,251.55,1607,27
3226,5,149.75,1607,22
3227,3,22.5,1608,11
3228,1,24.95,1609,21
3229,5,124.75,1610,21
3230,4,199.8,1610,17
3231,9,449.55,1611,17
3232,2,49.9,1611,20
3233,9,251.55,1611,27
3234,8,399.6,1612,17
3235,1,2.95,1613,16
3236,4,51.8,1613,2
3237,6,89.7,1614,18
3238,3,65.85,1614,7
3239,3,44.85,1615,18
3240,7,174.65,1615,23
3241,1,19.95,1616,6
3242,6,119.7,1617,10
3243,9,134.55,1618,18
3244,8,23.6,1618,16
3245,9,179.55,1618,10
3246,8,199.6,1619,23
3247,3,29.85,1619,4
3248,7,104.65,1619,18
3249,4,51.8,1620,13
3250,6,119.7,1620,6
3251,1,19.95,1621,6
3252,2,25.9,1621,19
3253,6,179.7,1621,22
3254,9,179.55,1622,6
3255,3,59.85,1622,10
3256,1,27.95,1623,27
3257,5,99.75,1623,24
3258,9,251.55,1623,27
3259,9,269.55,1624,22
3260,2,25.9,1625,19
3261,9,269.55,1625,22
3262,9,197.55,1625,7
3263,7,139.65,1626,6
3264,9,251.55,1626,27
3265,2,29.9,1627,3
3266,5,99.75,1627,6
3267,5,64.75,1627,13
3268,8,399.6,1628,17
3269,9,116.55,1628,13
3270,4,79.8,1629,6
3271,4,79.8,1629,24
3272,3,83.85,1630,27
3273,9,224.55,1631,26
3274,5,64.75,1631,13
3275,8,199.6,1631,20
3276,9,26.55,1632,16
3277,3,59.85,1632,6
3278,7,349.65,1632,17
3279,4,79.8,1633,6
3280,4,119.8,1634,22
3281,6,179.7,1634,22
3282,1,12.95,1634,13
3283,5,49.75,1635,12
3284,1,21.95,1635,7
3285,9,629.55,1636,29
3286,6,89.7,1636,1
3287,7,153.65,1636,7
3288,4,111.8,1637,27
3289,1,49.95,1638,17
3290,5,99.75,1639,6
3291,1,12.95,1639,19
3292,6,119.7,1640,6
3293,7,174.65,1640,26
3294,5,99.75,1640,6
3295,3,59.85,1641,10
3296,8,239.6,1641,22
3297,6,14.94,1642,15
3298,1,2.95,1642,16
3299,4,79.8,1642,6
3300,4,111.8,1643,27
3301,9,134.55,1643,1
3302,3,44.85,1644,1
3303,9,134.55,1644,18
3304,1,19.95,1645,6
3305,5,249.75,1646,17
3306,8,159.6,1646,24
3307,5,74.75,1647,18
3308,4,79.8,1647,6
3309,7,195.65,1647,27
3310,9,179.55,1648,10
3311,6,167.7,1648,27
3312,7,90.65,1648,13
3313,2,39.9,1649,24
3314,5,124.75,1650,23
3315,5,49.75,1650,5
3316,1,12.95,1651,19
3317,7,90.65,1652,13
3318,9,134.55,1653,18
3319,2,25.9,1653,2
3320,9,134.55,1653,3
3321,9,251.55,1654,27
3322,2,4.98,1655,15
3323,1,27.95,1655,27
3324,7,104.65,1656,18
3325,9,89.55,1657,5
3326,7,349.65,1657,17
3327,4,59.8,1657,18
3328,1,14.95,1658,3
3329,2,43.9,1658,7
3330,1,29.95,1659,22
3331,1,21.95,1659,7
3332,4,79.8,1660,6
3333,5,139.75,1660,27
3334,4,51.8,1661,19
3335,4,79.8,1661,10
3336,2,25.9,1661,13
3337,1,19.95,1662,6
3338,8,103.6,1663,19
3339,2,99.9,1664,17
3340,5,64.75,1665,13
3341,8,103.6,1665,19
3342,7,139.65,1665,24
3343,1,2.95,1666,16
3344,1,49.95,1667,17
3345,3,83.85,1667,27
3346,1,69.95,1668,29
3347,3,38.85,1668,13
3348,4,111.8,1669,27
3349,4,11.8,1669,16
3350,8,263.6,1670,28
3351,6,119.7,1670,6
3352,4,11.8,1670,16
3353,1,19.95,1671,10
3354,7,90.65,1671,2
3355,1,14.95,1671,3
3356,6,119.7,1672,24
3357,1,12.95,1672,19
3358,8,175.6,1673,7
3359,7,209.65,1673,22
3360,9,449.55,1673,17
3361,4,199.8,1674,17
3362,2,43.9,1674,7
3363,8,103.6,1674,13
3364,3,38.85,1675,13
3365,4,51.8,1675,13
3366,8,199.6,1676,23
3367,8,223.6,1677,27
3368,6,131.7,1678,7
3369,9,116.55,1678,2
3370,7,349.65,1679,17
3371,5,139.75,1679,27
3372,2,39.9,1679,6
3373,5,124.75,1680,23
3374,5,99.75,1680,6
3375,9,179.55,1680,6
3376,6,89.7,1681,18
3377,8,103.6,1681,19
3378,4,119.8,1681,22
3379,5,64.75,1682,2
3380,2,5.9,1682,16
3381,5,64.75,1683,13
3382,3,59.85,1683,24
3383,5,99.75,1684,6
3384,3,8.85,1685,16
3385,25,25,1686,14
3386,8,399.6,1686,17
3387,2,99.9,1686,17
3388,4,51.8,1687,19
3389,2,25.9,1688,2
3390,9,26.55,1688,16
3391,5,149.75,1689,22
3392,2,9.9,1690,8
3393,6,59.7,1690,4
3394,5,124.75,1691,26
3395,8,159.6,1692,6
3396,4,51.8,1693,2
3397,5,74.75,1694,18
3398,7,195.65,1695,27
3399,5,124.75,1695,26
3400,9,44.55,1695,8
3401,1,21.95,1696,7
3402,9,197.55,1696,7
3403,7,195.65,1696,27
3404,1,9.95,1697,5
3405,7,139.65,1697,6
3406,8,79.6,1698,12
3407,9,179.55,1698,6
3408,5,249.75,1699,17
3409,4,59.8,1700,18
3410,9,26.55,1701,16
3411,3,98.85,1701,28
3412,9,449.55,1701,17
3413,4,79.8,1702,6
3414,5,64.75,1702,19
3415,5,99.75,1703,24
3416,6,119.7,1703,6
3417,9,179.55,1704,6
3418,8,239.6,1705,22
3419,6,179.7,1705,22
3420,9,134.55,1706,18
3421,6,119.7,1706,6
3422,3,44.85,1707,1
3423,4,79.8,1707,6
3424,1,19.95,1708,6
3425,1,19.95,1708,24
3426,4,59.8,1708,18
3427,9,269.55,1709,22
3428,7,104.65,1709,1
3429,1,69.95,1710,29
3430,2,59.9,1711,22
3431,3,38.85,1712,13
3432,8,103.6,1712,19
3433,6,17.7,1712,16
3434,2,49.9,1713,21
3435,1,14.95,1713,3
3436,1,27.95,1713,27
3437,3,59.85,1714,6
3438,2,29.9,1715,18
3439,2,59.9,1716,22
3440,9,26.55,1716,16
3441,4,11.8,1716,16
3442,9,179.55,1717,24
3443,6,17.7,1718,16
3444,7,489.65,1718,29
3445,9,134.55,1718,3
3446,6,299.7,1719,17
3447,4,51.8,1720,2
3448,7,104.65,1721,1
3449,8,103.6,1721,19
3450,6,167.7,1722,27
3451,4,119.8,1722,22
3452,4,39.8,1723,4
3453,3,65.85,1724,7
3454,8,159.6,1725,6
3455,6,89.7,1725,18
3456,8,399.6,1726,17
3457,6,419.7,1727,29
3458,3,59.85,1727,24
3459,3,59.85,1727,6
3460,1,19.95,1728,6
3461,7,104.65,1728,18
3462,2,55.9,1728,27
3463,4,99.8,1729,20
3464,4,59.8,1730,1
3465,2,59.9,1730,22
3466,4,279.8,1730,29
3467,1,19.95,1731,6
3468,5,74.75,1731,3
3469,7,104.65,1731,1
3470,3,149.85,1732,17
3471,8,223.6,1733,27
3472,6,59.7,1733,5
3473,5,124.75,1733,20
3474,1,12.95,1734,19
3475,2,25.9,1735,2
3476,5,349.75,1735,29
3477,4,11.8,1735,16
3478,2,49.9,1736,26
3479,7,90.65,1736,13
3480,8,103.6,1737,13
3481,8,119.6,1738,1
3482,8,159.6,1738,6
3483,3,38.85,1738,2
3484,8,175.6,1739,7
3485,9,26.55,1739,16
3486,5,249.75,1740,17
3487,3,74.85,1740,26
3488,2,99.9,1741,17
3489,6,77.7,1742,13
3490,3,59.85,1743,6
3491,7,349.65,1743,17
3492,7,174.65,1744,21
3493,3,8.85,1744,16
3494,8,159.6,1744,6
3495,3,59.85,1745,6
3496,9,224.55,1745,26
3497,9,179.55,1745,24
3498,1,29.95,1746,22
3499,1,49.95,1746,17
3500,5,99.75,1746,6
3501,6,119.7,1747,10
3502,9,269.55,1747,22
3503,5,74.75,1748,1
3504,1,19.95,1749,6
3505,1,27.95,1749,27
3506,4,119.8,1750,22
3507,5,99.75,1750,24
3508,9,269.55,1751,22
3509,3,3,1751,14
3510,5,99.75,1751,10
3511,3,59.85,1752,24
3512,1,2.95,1752,16
3513,5,99.75,1753,24
3514,2,39.9,1753,6
3515,3,74.85,1754,26
3516,1,19.95,1754,6
3517,6,89.7,1754,18
3518,3,44.85,1755,1
3519,7,90.65,1755,2
3520,3,89.85,1755,22
3521,7,104.65,1756,3
3522,4,199.8,1756,17
3523,2,39.9,1756,6
3524,8,103.6,1757,13
3525,6,77.7,1757,2
3526,4,59.8,1758,3
3527,9,269.55,1759,22
3528,2,25.9,1759,13
3529,8,103.6,1759,13
3530,4,79.8,1760,6
3531,5,64.75,1760,19
3532,2,49.9,1760,21
3533,7,209.65,1761,22
3534,8,223.6,1761,27
3535,7,90.65,1762,13
3536,1,24.95,1762,26
3537,2,99.9,1762,17
3538,4,199.8,1763,17
3539,8,8,1764,14
3540,1,12.95,1765,2
3541,9,22.41,1766,15
3542,8,23.6,1766,16
3543,5,249.75,1767,17
3544,3,74.85,1767,26
3545,9,44.55,1767,8
3546,2,29.9,1768,18
3547,3,149.85,1768,17
3548,7,139.65,1768,24
3549,4,59.8,1769,18
3550,1,14.95,1769,18
3551,2,25.9,1769,19
3552,1,12.95,1770,13
3553,7,139.65,1770,6
3554,4,59.8,1770,3
3555,3,38.85,1771,13
3556,3,44.85,1771,3
3557,5,14.75,1772,16
3558,2,55.9,1772,27
3559,9,179.55,1773,24
3560,3,44.85,1773,3
3561,9,116.55,1774,13
3562,4,87.8,1774,7
3563,3,38.85,1774,13
3564,8,175.6,1775,7
3565,2,39.9,1776,24
3566,7,17.43,1776,15
3567,3,149.85,1776,17
3568,9,116.55,1777,13
3569,4,79.8,1778,6
3570,9,179.55,1778,6
3571,2,25.9,1779,2
3572,1,19.95,1779,6
3573,9,116.55,1780,13
3574,6,17.7,1780,16
3575,7,209.65,1780,30
3576,2,25.9,1781,2
3577,8,19.92,1781,15
3578,8,159.6,1781,6
3579,3,38.85,1782,2
3580,2,39.9,1783,6
3581,3,38.85,1784,2
3582,7,104.65,1785,3
3583,7,104.65,1785,3
3584,1,19.95,1785,6
3585,3,89.85,1786,22
3586,8,175.6,1786,7
3587,2,29.9,1787,18
3588,3,74.85,1788,23
3589,1,32.95,1788,25
3590,9,89.55,1789,4
3591,4,11.8,1789,16
3592,8,159.6,1789,6
3593,5,249.75,1790,17
3594,4,119.8,1790,22
3595,2,99.9,1790,17
3596,4,51.8,1791,2
3597,5,74.75,1792,18
3598,1,19.95,1792,6
3599,2,59.9,1792,22
3600,9,26.55,1793,16
3601,5,249.75,1793,17
3602,2,139.9,1793,29
3603,2,39.9,1794,24
3604,3,59.85,1795,10
3605,9,179.55,1796,6
3606,3,74.85,1796,21
3607,6,77.7,1797,13
3608,3,149.85,1797,17
3609,5,64.75,1798,13
3610,4,51.8,1799,2
3611,8,119.6,1799,3
3612,8,103.6,1800,2
3613,3,29.85,1800,4
3614,9,251.55,1800,27
3615,8,8,1801,14
3616,1,19.95,1802,6
3617,9,26.55,1802,16
3618,8,239.6,1802,22
3619,3,59.85,1803,24
3620,4,79.8,1803,6
3621,5,139.75,1803,27
3622,7,69.65,1804,4
3623,7,7,1804,14
3624,8,159.6,1804,6
3625,7,174.65,1805,26
3626,3,29.85,1805,4
3627,5,124.75,1805,21
3628,5,139.75,1806,27
3629,4,51.8,1807,13
3630,9,89.55,1807,4
3631,9,251.55,1807,27
3632,8,119.6,1808,18
3633,9,269.55,1808,22
3634,2,29.9,1809,1
3635,8,159.6,1809,6
3636,5,64.75,1809,19
3637,4,59.8,1810,18
3638,1,19.95,1810,24
3639,1,29.95,1811,22
3640,2,19.9,1811,4
3641,5,99.75,1812,6
3642,7,90.65,1812,19
3643,4,199.8,1813,17
3644,5,99.75,1813,24
3645,7,20.65,1814,16
3646,9,134.55,1814,3
3647,9,134.55,1815,3
3648,3,8.85,1815,16
3649,7,349.65,1816,17
3650,7,209.65,1816,30
3651,8,175.6,1817,7
3652,5,149.75,1817,22
3653,3,8.85,1817,16
3654,8,103.6,1818,13
3655,9,269.55,1818,22
3656,5,64.75,1818,19
3657,9,269.55,1819,22
3658,5,124.75,1819,21
3659,1,19.95,1820,6
3660,1,12.95,1821,13
3661,5,14.75,1821,16
3662,1,27.95,1822,27
3663,8,103.6,1822,2
3664,2,39.9,1822,6
3665,3,89.85,1823,22
3666,6,179.7,1824,22
3667,6,77.7,1824,13
3668,6,119.7,1824,24
3669,5,99.75,1825,6
3670,3,74.85,1826,26
3671,4,51.8,1826,13
3672,9,251.55,1826,27
3673,9,9,1827,14
3674,9,116.55,1827,13
3675,5,149.75,1827,22
3676,5,64.75,1828,13
3677,25,25,1829,14
3678,4,79.8,1829,6
3679,5,49.75,1829,4
3680,5,124.75,1830,21
3681,2,139.9,1830,29
3682,1,29.95,1830,22
3683,7,139.65,1831,6
3684,6,17.7,1831,16
3685,1,14.95,1832,3
3686,4,19.8,1832,8
3687,7,349.65,1833,17
3688,5,149.75,1834,22
3689,6,77.7,1835,13
3690,3,89.85,1835,22
3691,7,209.65,1836,22
3692,6,89.7,1836,18
3693,6,89.7,1837,1
3694,6,17.7,1837,16
3695,6,119.7,1837,6
3696,3,59.85,1838,6
3697,1,12.95,1838,2
3698,2,25.9,1839,13
3699,4,119.8,1839,22
3700,3,59.85,1839,6
3701,6,179.7,1840,22
3702,4,59.8,1841,3
3703,9,116.55,1841,13
3704,7,139.65,1841,24
3705,6,17.7,1842,16
3706,8,79.6,1843,12
3707,7,90.65,1843,13
3708,1,2.49,1844,15
3709,3,8.85,1845,16
3710,7,104.65,1846,18
3711,6,119.7,1846,10
3712,8,79.6,1846,4
3713,5,14.75,1847,16
3714,4,79.8,1847,24
3715,8,159.6,1847,24
3716,3,38.85,1848,19
3717,4,87.8,1849,7
